Tipo dato,Misura,Ordine scolastico,Tipo di scuola superiore,Territorio,Seleziona periodo,Gestione della scuola,0,Flags
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Sicilia","2012","totale",1611,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Sicilia","2013","totale",1873,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Sicilia","2014","totale",2364,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Sicilia","2009","totale",5438,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Sicilia","2010","totale",4559,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Sicilia","2011","totale",4212,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Sicilia","2012","totale",3784,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Sicilia","2013","totale",3091,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Sicilia","2014","totale",4147,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Sicilia","2009","totale",950,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Sicilia","2010","totale",1032,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Sicilia","2011","totale",930,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Sicilia","2012","totale",735,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Sicilia","2013","totale",624,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Sicilia","2014","totale",726,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Sicilia","2009","totale",1186,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Sicilia","2010","totale",1197,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Sicilia","2011","totale",1094,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Sicilia","2012","totale",1075,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Sicilia","2013","totale",906,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Sicilia","2014","totale",1084,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo scientifico","Sicilia","2009","totale",3014,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo scientifico","Sicilia","2010","totale",2669,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo scientifico","Sicilia","2011","totale",2189,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo scientifico","Sicilia","2012","totale",1853,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo scientifico","Sicilia","2013","totale",1738,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo scientifico","Sicilia","2014","totale",1907,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo classico","Sicilia","2009","totale",1086,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo classico","Sicilia","2010","totale",1009,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo classico","Sicilia","2011","totale",817,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo classico","Sicilia","2012","totale",632,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo classico","Sicilia","2013","totale",663,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo classico","Sicilia","2014","totale",637,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo linguistico","Sicilia","2009","totale",226,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo linguistico","Sicilia","2010","totale",274,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo linguistico","Sicilia","2011","totale",296,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo linguistico","Sicilia","2012","totale",179,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo linguistico","Sicilia","2013","totale",198,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo linguistico","Sicilia","2014","totale",47,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto d arte","Sicilia","2009","totale",977,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto d arte","Sicilia","2010","totale",982,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto d arte","Sicilia","2011","totale",823,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto d arte","Sicilia","2012","totale",720,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto d arte","Sicilia","2013","totale",582,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","istituto d arte","Sicilia","2014","totale",666,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo artistico","Sicilia","2009","totale",424,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo artistico","Sicilia","2010","totale",318,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo artistico","Sicilia","2011","totale",400,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo artistico","Sicilia","2012","totale",260,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo artistico","Sicilia","2013","totale",195,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","liceo artistico","Sicilia","2014","totale",305,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","totale","Sicilia","2009","totale",24197,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","totale","Sicilia","2010","totale",22924,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","totale","Sicilia","2011","totale",21096,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","totale","Sicilia","2012","totale",18286,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","totale","Sicilia","2013","totale",16878,
"ripetenti - maschi e femmine","valori assoluti","secondaria II grado","totale","Sicilia","2014","totale",21516,
"ripetenti - femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Sicilia","2009","totale",1621,
"ripetenti - femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Sicilia","2010","totale",1605,
"ripetenti - femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Sicilia","2011","totale",1740,
"ripetenti - femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Sicilia","2012","totale",1189,
"ripetenti - femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Sicilia","2013","totale",1216,
"ripetenti - femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Sicilia","2014","totale",1229,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Sicilia","2009","totale",503,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Sicilia","2010","totale",533,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Sicilia","2011","totale",401,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Sicilia","2012","totale",341,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Sicilia","2013","totale",287,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Sicilia","2014","totale",342,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Sicilia","2009","totale",413,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Sicilia","2010","totale",425,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Sicilia","2011","totale",522,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Sicilia","2012","totale",426,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Sicilia","2013","totale",245,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Sicilia","2014","totale",544,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Sicilia","2009","totale",861,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Sicilia","2010","totale",928,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Sicilia","2011","totale",805,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Sicilia","2012","totale",798,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Sicilia","2013","totale",767,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Sicilia","2014","totale",1105,
"ripetenti - femmine","valori assoluti","secondaria II grado","altri istituti professionali","Sicilia","2009","totale",333,
"ripetenti - femmine","valori assoluti","secondaria II grado","altri istituti professionali","Sicilia","2010","totale",341,
"ripetenti - femmine","valori assoluti","secondaria II grado","altri istituti professionali","Sicilia","2011","totale",282,
"ripetenti - femmine","valori assoluti","secondaria II grado","altri istituti professionali","Sicilia","2012","totale",276,
"ripetenti - femmine","valori assoluti","secondaria II grado","altri istituti professionali","Sicilia","2013","totale",281,
"ripetenti - femmine","valori assoluti","secondaria II grado","altri istituti professionali","Sicilia","2014","totale",393,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Sicilia","2009","totale",140,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Sicilia","2010","totale",161,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Sicilia","2011","totale",91,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Sicilia","2012","totale",115,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Sicilia","2013","totale",99,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Sicilia","2014","totale",147,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Sicilia","2009","totale",2125,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Sicilia","2010","totale",1750,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Sicilia","2011","totale",1555,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Sicilia","2012","totale",1414,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Sicilia","2013","totale",1104,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Sicilia","2014","totale",1435,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Sicilia","2009","totale",114,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Sicilia","2010","totale",110,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Sicilia","2011","totale",109,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Sicilia","2012","totale",95,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Sicilia","2013","totale",87,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Sicilia","2014","totale",126,
"ripetenti - femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Sicilia","2009","totale",432,
"ripetenti - femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Sicilia","2010","totale",454,
"ripetenti - femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Sicilia","2011","totale",409,
"ripetenti - femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Sicilia","2012","totale",324,
"ripetenti - femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Sicilia","2013","totale",260,
"ripetenti - femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Sicilia","2014","totale",356,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo scientifico","Sicilia","2009","totale",1244,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo scientifico","Sicilia","2010","totale",1137,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo scientifico","Sicilia","2011","totale",959,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo scientifico","Sicilia","2012","totale",756,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo scientifico","Sicilia","2013","totale",660,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo scientifico","Sicilia","2014","totale",780,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo classico","Sicilia","2009","totale",640,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo classico","Sicilia","2010","totale",588,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo classico","Sicilia","2011","totale",505,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo classico","Sicilia","2012","totale",364,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo classico","Sicilia","2013","totale",378,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo classico","Sicilia","2014","totale",372,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo linguistico","Sicilia","2009","totale",159,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo linguistico","Sicilia","2010","totale",184,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo linguistico","Sicilia","2011","totale",208,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo linguistico","Sicilia","2012","totale",108,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo linguistico","Sicilia","2013","totale",119,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo linguistico","Sicilia","2014","totale",32,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto d arte","Sicilia","2009","totale",568,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto d arte","Sicilia","2010","totale",486,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto d arte","Sicilia","2011","totale",434,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto d arte","Sicilia","2012","totale",397,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto d arte","Sicilia","2013","totale",301,
"ripetenti - femmine","valori assoluti","secondaria II grado","istituto d arte","Sicilia","2014","totale",341,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo artistico","Sicilia","2009","totale",233,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo artistico","Sicilia","2010","totale",193,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo artistico","Sicilia","2011","totale",244,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo artistico","Sicilia","2012","totale",149,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo artistico","Sicilia","2013","totale",108,
"ripetenti - femmine","valori assoluti","secondaria II grado","liceo artistico","Sicilia","2014","totale",179,
"ripetenti - femmine","valori assoluti","secondaria II grado","totale","Sicilia","2009","totale",9386,
"ripetenti - femmine","valori assoluti","secondaria II grado","totale","Sicilia","2010","totale",8895,
"ripetenti - femmine","valori assoluti","secondaria II grado","totale","Sicilia","2011","totale",8264,
"ripetenti - femmine","valori assoluti","secondaria II grado","totale","Sicilia","2012","totale",6752,
"ripetenti - femmine","valori assoluti","secondaria II grado","totale","Sicilia","2013","totale",5912,
"ripetenti - femmine","valori assoluti","secondaria II grado","totale","Sicilia","2014","totale",7381,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Sicilia","2009","totale",297,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Sicilia","2010","totale",312,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Sicilia","2011","totale",348,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Sicilia","2012","totale",396,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Sicilia","2013","totale",437,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Sicilia","2014","totale",574,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Sicilia","2009","totale",335,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Sicilia","2010","totale",387,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Sicilia","2011","totale",405,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Sicilia","2012","totale",402,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Sicilia","2013","totale",380,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Sicilia","2014","totale",399,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Sicilia","2009","totale",149,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Sicilia","2010","totale",173,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Sicilia","2011","totale",199,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Sicilia","2012","totale",209,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Sicilia","2013","totale",331,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi commerciali","Sicilia","2014","totale",354,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Sicilia","2009","totale",357,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Sicilia","2010","totale",406,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Sicilia","2011","totale",446,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Sicilia","2012","totale",567,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Sicilia","2013","totale",569,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto professionale per i servizi alberghieri e ristorazione","Sicilia","2014","totale",642,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","altri istituti professionali","Sicilia","2009","totale",57,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","altri istituti professionali","Sicilia","2010","totale",102,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","altri istituti professionali","Sicilia","2011","totale",130,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","altri istituti professionali","Sicilia","2012","totale",171,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","altri istituti professionali","Sicilia","2013","totale",203,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","altri istituti professionali","Sicilia","2014","totale",225,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Sicilia","2009","totale",290,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Sicilia","2010","totale",328,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Sicilia","2011","totale",357,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Sicilia","2012","totale",394,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Sicilia","2013","totale",457,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico industriale","Sicilia","2014","totale",511,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Sicilia","2009","totale",710,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Sicilia","2010","totale",752,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Sicilia","2011","totale",828,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Sicilia","2012","totale",883,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Sicilia","2013","totale",1065,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico commerciale","Sicilia","2014","totale",1156,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Sicilia","2009","totale",67,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Sicilia","2010","totale",86,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Sicilia","2011","totale",99,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Sicilia","2012","totale",91,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Sicilia","2013","totale",135,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto tecnico per geometri","Sicilia","2014","totale",115,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Sicilia","2009","totale",206,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Sicilia","2010","totale",199,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Sicilia","2011","totale",232,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Sicilia","2012","totale",245,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Sicilia","2013","totale",277,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","altri istituti tecnici","Sicilia","2014","totale",288,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","liceo scientifico","Sicilia","2009","totale",364,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","liceo scientifico","Sicilia","2010","totale",408,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","liceo scientifico","Sicilia","2011","totale",543,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","liceo scientifico","Sicilia","2012","totale",531,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","liceo scientifico","Sicilia","2013","totale",675,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","liceo scientifico","Sicilia","2014","totale",699,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","liceo classico","Sicilia","2009","totale",120,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","liceo classico","Sicilia","2010","totale",111,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","liceo classico","Sicilia","2011","totale",164,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","liceo classico","Sicilia","2012","totale",175,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","liceo classico","Sicilia","2013","totale",230,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","liceo classico","Sicilia","2014","totale",231,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","liceo linguistico","Sicilia","2009","totale",75,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","liceo linguistico","Sicilia","2010","totale",73,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","liceo linguistico","Sicilia","2011","totale",123,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","liceo linguistico","Sicilia","2012","totale",140,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","liceo linguistico","Sicilia","2013","totale",107,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","liceo linguistico","Sicilia","2014","totale",18,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto d arte","Sicilia","2009","totale",97,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto d arte","Sicilia","2010","totale",116,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto d arte","Sicilia","2011","totale",122,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto d arte","Sicilia","2012","totale",135,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto d arte","Sicilia","2013","totale",141,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","istituto d arte","Sicilia","2014","totale",170,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","liceo artistico","Sicilia","2009","totale",32,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","liceo artistico","Sicilia","2010","totale",35,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","liceo artistico","Sicilia","2011","totale",33,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","liceo artistico","Sicilia","2012","totale",42,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","liceo artistico","Sicilia","2013","totale",56,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","liceo artistico","Sicilia","2014","totale",64,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","totale","Sicilia","2009","totale",3156,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","totale","Sicilia","2010","totale",3488,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","totale","Sicilia","2011","totale",4029,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","totale","Sicilia","2012","totale",4381,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","totale","Sicilia","2013","totale",5063,
"stranieri - maschi e femmine","valori assoluti","secondaria II grado","totale","Sicilia","2014","totale",5446,
"stranieri - femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Sicilia","2009","totale",247,
"stranieri - femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Sicilia","2010","totale",259,
"stranieri - femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Sicilia","2011","totale",299,
"stranieri - femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Sicilia","2012","totale",334,
"stranieri - femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Sicilia","2013","totale",363,
"stranieri - femmine","valori assoluti","secondaria II grado","licei socio-psico-pedagogici, della comunicazione, delle scienze sociali (ex ist./scuole magistrali)","Sicilia","2014","totale",472,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Sicilia","2009","totale",83,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Sicilia","2010","totale",106,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Sicilia","2011","totale",67,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Sicilia","2012","totale",80,
"stranieri - femmine","valori assoluti","secondaria II grado","istituto professionale per l'industria e l'artigianato","Sicilia","2013","totale",60,
