"TIME","GEO","AGEDEF","AGE","UNIT","SEX","Value","Flag and Footnotes"
"2010","Italy","Age reached during the year","3 years","Number","Females","2,083",""
"2010","Italy","Age reached during the year","4 years","Number","Total","4,125",""
"2010","Italy","Age reached during the year","4 years","Number","Males","2,185",""
"2010","Italy","Age reached during the year","4 years","Number","Females","1,940",""
"2010","Italy","Age reached during the year","5 years","Number","Total","3,959",""
"2010","Italy","Age reached during the year","5 years","Number","Males","2,034",""
"2010","Italy","Age reached during the year","5 years","Number","Females","1,925",""
"2010","Italy","Age reached during the year","6 years","Number","Total","3,723",""
"2010","Italy","Age reached during the year","6 years","Number","Males","1,931",""
"2010","Italy","Age reached during the year","6 years","Number","Females","1,792",""
"2010","Italy","Age reached during the year","7 years","Number","Total","3,538",""
"2010","Italy","Age reached during the year","7 years","Number","Males","1,908",""
"2010","Italy","Age reached during the year","7 years","Number","Females","1,630",""
"2010","Italy","Age reached during the year","8 years","Number","Total","3,556",""
"2010","Italy","Age reached during the year","8 years","Number","Males","1,860",""
"2010","Italy","Age reached during the year","8 years","Number","Females","1,696",""
"2010","Italy","Age reached during the year","9 years","Number","Total","3,785",""
"2010","Italy","Age reached during the year","9 years","Number","Males","1,965",""
"2010","Italy","Age reached during the year","9 years","Number","Females","1,820",""
"2010","Italy","Age reached during the year","10 years","Number","Total","3,983",""
"2010","Italy","Age reached during the year","10 years","Number","Males","2,095",""
"2010","Italy","Age reached during the year","10 years","Number","Females","1,888",""
"2010","Italy","Age reached during the year","11 years","Number","Total","3,922",""
"2010","Italy","Age reached during the year","11 years","Number","Males","2,075",""
"2010","Italy","Age reached during the year","11 years","Number","Females","1,847",""
"2010","Italy","Age reached during the year","12 years","Number","Total","3,886",""
"2010","Italy","Age reached during the year","12 years","Number","Males","2,034",""
"2010","Italy","Age reached during the year","12 years","Number","Females","1,852",""
"2010","Italy","Age reached during the year","13 years","Number","Total","3,823",""
"2010","Italy","Age reached during the year","13 years","Number","Males","2,056",""
"2010","Italy","Age reached during the year","13 years","Number","Females","1,767",""
"2010","Italy","Age reached during the year","14 years","Number","Total","3,964",""
"2010","Italy","Age reached during the year","14 years","Number","Males","2,081",""
"2010","Italy","Age reached during the year","14 years","Number","Females","1,883",""
"2010","Italy","Age reached during the year","15 years","Number","Total","4,188",""
"2010","Italy","Age reached during the year","15 years","Number","Males","2,260",""
"2010","Italy","Age reached during the year","15 years","Number","Females","1,928",""
"2010","Italy","Age reached during the year","16 years","Number","Total","4,320",""
"2010","Italy","Age reached during the year","16 years","Number","Males","2,460",""
"2010","Italy","Age reached during the year","16 years","Number","Females","1,860",""
"2010","Italy","Age reached during the year","17 years","Number","Total","5,107",""
"2010","Italy","Age reached during the year","17 years","Number","Males","3,106",""
"2010","Italy","Age reached during the year","17 years","Number","Females","2,001",""
"2010","Italy","Age reached during the year","18 years","Number","Total","7,668",""
"2010","Italy","Age reached during the year","18 years","Number","Males","4,303",""
"2010","Italy","Age reached during the year","18 years","Number","Females","3,365",""
"2010","Italy","Age reached during the year","19 years","Number","Total","7,953",""
"2010","Italy","Age reached during the year","19 years","Number","Males","3,635",""
"2010","Italy","Age reached during the year","19 years","Number","Females","4,318",""
"2010","Italy","Age reached during the year","20 years","Number","Total","9,510",""
"2010","Italy","Age reached during the year","20 years","Number","Males","4,171",""
"2010","Italy","Age reached during the year","20 years","Number","Females","5,339",""
"2010","Italy","Age reached during the year","21 years","Number","Total","10,678",""
"2010","Italy","Age reached during the year","21 years","Number","Males","4,599",""
"2010","Italy","Age reached during the year","21 years","Number","Females","6,079",""
"2010","Italy","Age reached during the year","22 years","Number","Total","12,572",""
"2010","Italy","Age reached during the year","22 years","Number","Males","5,603",""
"2010","Italy","Age reached during the year","22 years","Number","Females","6,969",""
"2010","Italy","Age reached during the year","23 years","Number","Total","14,198",""
"2010","Italy","Age reached during the year","23 years","Number","Males","6,460",""
"2010","Italy","Age reached during the year","23 years","Number","Females","7,738",""
"2010","Italy","Age reached during the year","24 years","Number","Total","15,033",""
"2010","Italy","Age reached during the year","24 years","Number","Males","7,115",""
"2010","Italy","Age reached during the year","24 years","Number","Females","7,918",""
"2010","Italy","Age reached during the year","25 years","Number","Total","15,970",""
"2010","Italy","Age reached during the year","25 years","Number","Males","7,644",""
"2010","Italy","Age reached during the year","25 years","Number","Females","8,326",""
"2010","Italy","Age reached during the year","26 years","Number","Total","15,960",""
"2010","Italy","Age reached during the year","26 years","Number","Males","7,826",""
"2010","Italy","Age reached during the year","26 years","Number","Females","8,134",""
"2010","Italy","Age reached during the year","27 years","Number","Total","15,553",""
"2010","Italy","Age reached during the year","27 years","Number","Males","7,807",""
"2010","Italy","Age reached during the year","27 years","Number","Females","7,746",""
"2010","Italy","Age reached during the year","28 years","Number","Total","15,542",""
"2010","Italy","Age reached during the year","28 years","Number","Males","7,994",""
"2010","Italy","Age reached during the year","28 years","Number","Females","7,548",""
"2010","Italy","Age reached during the year","29 years","Number","Total","14,916",""
"2010","Italy","Age reached during the year","29 years","Number","Males","7,704",""
"2010","Italy","Age reached during the year","29 years","Number","Females","7,212",""
"2010","Italy","Age reached during the year","30 years","Number","Total","14,849",""
"2010","Italy","Age reached during the year","30 years","Number","Males","7,733",""
"2010","Italy","Age reached during the year","30 years","Number","Females","7,116",""
"2010","Italy","Age reached during the year","31 years","Number","Total","13,769",""
"2010","Italy","Age reached during the year","31 years","Number","Males","7,100",""
"2010","Italy","Age reached during the year","31 years","Number","Females","6,669",""
"2010","Italy","Age reached during the year","32 years","Number","Total","12,898",""
"2010","Italy","Age reached during the year","32 years","Number","Males","6,684",""
"2010","Italy","Age reached during the year","32 years","Number","Females","6,214",""
"2010","Italy","Age reached during the year","33 years","Number","Total","12,076",""
"2010","Italy","Age reached during the year","33 years","Number","Males","6,221",""
